longitude,latitude,value,LandCover
132.02917,-15.76297,65.870804,10
132.02774,-15.75412,67.648865,10
125.76167,-15.683,66.96539,10
136.18582,-15.67761,59.93442,6
124.96941,-15.63795,61.296944,10
124.98891,-15.63565,65.12188,10
135.51932,-15.6169,61.93847,10
125.76074,-15.60301,70.23449,10
125.76702,-15.59861,70.03714,10
125.80785,-15.57323,70.03193,10
125.60676,-15.53142,63.174732,10
125.62375,-15.52929,62.982548,10
128.11047,-15.47937,63.322536,10
135.5271,-15.37165,60.018276,10
135.54677,-15.3246,61.117958,10
135.57397,-15.32002,61.087227,10
135.61517,-15.31306,60.467976,10
135.62903,-15.31072,61.423374,10
134.48424,-15.2835,60.929996,10
134.49078,-15.25194,61.885273,10
125.66469,-15.18911,58.217823,10
133.20998,-14.94529,62.988846,10
133.24025,-14.94052,61.958652,10
133.20216,-14.93878,61.291847,10
133.3129,-14.9386,62.066498,10
134.6329,-14.91106,60.930946,10
126.02121,-14.88277,66.89204,10
134.3869,-14.62213,60.843124,10
134.37357,-14.61408,59.68164,10
134.38524,-14.6122,63.15784,10
132.75262,-14.58176,61.895954,10
132.76234,-14.58026,64.379654,10
133.34888,-14.52745,61.47202,10
133.35921,-14.52585,61.02735,10
132.69643,-14.51727,60.662792,10
126.30263,-14.51465,68.28274,10
126.3012,-14.50356,67.700325,10
133.34409,-14.49939,59.726265,10
130.44095,-14.45523,60.764465,10
130.43959,-14.44639,58.829533,10
133.40953,-14.41668,59.23205,10
133.42003,-14.41505,60.444683,10
129.96667,-14.41163,61.435825,10
135.11974,-14.39921,62.803116,9
135.13293,-14.39703,59.357605,10
133.62244,-14.39322,67.53485,10
133.6331,-14.39155,58.557674,10
126.29053,-14.36767,61.208843,10
129.91548,-14.3637,61.90086,10
129.41179,-14.34175,71.968834,9
129.54904,-14.34103,57.332623,9
129.55858,-14.33968,59.507084,9
133.64655,-14.3159,60.84849,10
126.09412,-14.3011,65.95328,10
126.1974,-14.27687,59.397167,10
130.92509,-14.27442,62.24864,10
126.1958,-14.26575,61.35857,10
133.10022,-13.95419,69.747856,10
133.11035,-13.95259,68.378296,10
133.12053,-13.951,63.4253,10
133.0683,-13.94967,64.12473,10
133.0784,-13.94808,69.83325,10
133.07179,-13.9431,63.783947,10
133.08194,-13.94155,62.942432,10
133.01065,-13.88594,61.99382,10
133.02072,-13.88437,61.74561,10
132.99907,-13.87824,61.48191,10
132.88905,-13.81176,59.45341,10
132.89899,-13.81021,59.431004,10
132.90889,-13.80867,60.729504,10
132.91887,-13.80712,60.80333,10
132.92882,-13.80557,62.37682,10
133.07898,-13.77257,65.07559,10
133.08919,-13.77097,71.40737,10
133.06729,-13.76486,66.126884,10
133.07747,-13.76326,64.20643,10
133.07092,-13.75848,70.47143,10
133.01558,-13.73838,61.990772,10
130.65195,-13.60273,61.19736,10
130.66095,-13.60143,60.390224,10
134.4442,-13.57432,61.66005,10
134.31989,-13.53379,62.057243,10
130.79576,-13.49905,64.5129,10
133.17126,-13.4653,68.82763,10
133.22038,-13.464,64.217766,10
133.23079,-13.46235,69.88354,10
133.09575,-13.45769,70.93391,10
133.22327,-13.45732,65.82357,9
133.23213,-13.4463,64.18284,10
133.24257,-13.44469,64.39088,10
133.10567,-13.38896,73.28012,10
133.11597,-13.38733,71.06275,10
133.62756,-13.38509,70.96529,10
133.10959,-13.38303,65.90553,10
133.1199,-13.38145,70.957436,10
133.5213,-13.35242,71.87422,9
131.0484,-13.25044,62.51419,10
131.02902,-13.24429,59.92876,10
132.83447,-13.24019,70.16619,10
132.84447,-13.23867,57.332623,9
133.59923,-13.15506,69.67773,9
133.61522,-12.98754,70.08996,9
132.08234,-12.9843,63.39038,10
130.75949,-12.9684,55.81662,10
130.87343,-12.93372,57.61334,10
130.8866,-12.88386,67.917206,10
130.89558,-12.88254,76.60389,10
130.90456,-12.88122,62.872543,10
130.87625,-12.87638,62.2633,10
130.88524,-12.87506,66.36363,10
131.27881,-12.8739,64.34605,10
130.89421,-12.87374,78.63146,10
131.28786,-12.87256,61.884136,10
131.51624,-12.70923,63.3399,9
133.62885,-12.69877,67.8747,10
132.85847,-12.6879,62.455784,10
131.54427,-12.68598,65.12409,9
133.69455,-12.67833,68.045044,10
133.7058,-12.67654,68.671295,10
134.04898,-12.66285,57.942627,10
134.15485,-12.63577,61.723675,10
132.66873,-12.63527,62.18766,10
134.86198,-12.61412,66.51721,10
133.96942,-12.59242,58.377346,10
133.98126,-12.59057,70.535355,10
134.10886,-12.58104,68.75197,10
134.35617,-12.56163,67.60736,10
133.8676,-12.5575,64.19296,10
134.34622,-12.54365,70.48811,10
132.68781,-12.51391,65.48409,10
133.84201,-12.51054,69.52118,10
132.71645,-12.50003,64.8855,10
134.26186,-12.49413,64.22933,10
134.26015,-12.48393,68.636604,9
132.71344,-12.48147,64.85631,10
134.3591,-12.46785,64.000725,10
132.66884,-12.45984,64.7393,9
134.39925,-12.43315,70.04552,10
134.33492,-12.43278,70.85207,9
133.90034,-12.42989,57.397408,10
133.91365,-12.40613,67.150696,10
134.31732,-12.404,66.90614,9
133.7907,-12.38484,61.639973,10
132.57533,-12.25317,67.13442,9
133.04146,-12.24595,59.99907,10
132.66541,-12.23947,64.81058,9
132.6438,-12.23325,66.45877,9
132.65382,-12.23172,66.418816,9
132.53114,-12.23153,62.480007,9
132.66388,-12.23019,63.903183,9
132.63226,-12.22551,65.22715,9
132.64229,-12.22398,66.45877,9
132.65233,-12.22244,68.9826,9
132.56792,-12.20694,68.34457,10
132.5071,-12.18126,60.805595,9
130.23494,-11.77936,61.56283,9
130.1245,-11.71444,68.34604,9
130.31909,-11.65622,68.43223,9
130.32802,-11.65492,68.339455,9
130.54076,-11.53207,61.84753,9
130.53047,-11.52458,61.700264,9
130.5394,-11.52328,61.770363,9
