longitude,latitude,value,LandCover
135.86514,-15.85378,69.54162,10
135.81871,-15.84668,73.85653,10
135.82277,-15.84617,73.23309,10
135.81419,-15.84291,71.753006,10
135.8553,-15.84208,70.114365,10
135.81375,-15.83864,72.76535,10
135.85475,-15.83783,73.19308,10
135.85022,-15.83408,65.36158,10
135.85425,-15.83358,70.65168,10
135.84975,-15.82982,72.60415,10
135.84409,-15.81758,72.149994,10
135.84346,-15.81334,71.87066,10
135.84302,-15.80908,69.766045,10
135.84343,-15.80491,75.25568,10
135.84259,-15.80482,75.25568,10
135.83789,-15.80108,53.393124,10
135.84207,-15.80057,76.57985,10
135.83406,-15.79749,71.573715,10
135.83826,-15.79695,72.14716,10
132.0264,-15.79656,67.65222,10
135.83356,-15.79324,72.66502,10
132.02217,-15.79148,71.015755,10
135.8288,-15.78953,68.473885,10
135.83304,-15.78899,72.78453,10
135.82024,-15.78632,69.69992,10
132.02159,-15.78599,68.37824,10
135.82826,-15.78528,71.24908,10
132.02098,-15.78051,70.33028,10
132.02039,-15.77503,69.00061,10
132.01978,-15.76955,69.76046,10
132.0155,-15.76447,62.588688,10
132.01917,-15.76406,68.79577,10
132.01118,-15.75939,67.36535,10
132.01486,-15.75899,69.76046,10
136.18263,-15.69287,63.62553,6
136.18207,-15.68872,65.50743,6
136.18153,-15.68458,63.635494,6
136.1655,-15.68239,70.46931,6
136.17711,-15.68092,70.55291,6
136.18097,-15.68043,71.661064,6
136.16054,-15.67458,69.781395,10
136.15997,-15.67043,69.70369,6
135.05336,-15.66912,70.78994,10
135.05791,-15.66854,71.34206,10
135.0731,-15.64396,72.3184,10
135.06685,-15.63115,72.32187,10
135.06174,-15.62725,72.05155,10
135.07082,-15.62613,68.44284,10
136.28918,-15.61764,69.781395,6
136.28864,-15.61352,70.29986,6
136.31133,-15.61055,70.31314,10
136.2843,-15.60991,71.62138,6
136.28809,-15.60941,72.357475,6
136.31078,-15.60644,72.37246,10
136.27997,-15.60629,68.95369,6
136.2951,-15.60431,68.44356,6
136.31403,-15.60184,68.341255,10
132.04405,-15.59818,64.19369,10
132.01828,-15.59559,63.444073,10
132.02193,-15.59517,64.03029,10
136.30914,-15.59412,72.37246,10
132.04347,-15.59272,68.766716,10
136.30859,-15.59001,70.55423,10
135.52011,-15.5877,68.6887,10
135.52431,-15.58716,63.422203,10
136.30426,-15.58639,72.190346,10
132.05371,-15.58603,63.093235,10
128.33626,-15.57853,63.824642,10
141.85159,-15.53126,70.01351,10
135.52351,-15.5061,69.38768,10
135.41058,-15.50294,69.61027,10
141.81575,-15.47219,67.43248,10
141.81932,-15.47165,69.735054,10
141.81165,-15.46943,69.6292,10
141.8111,-15.46612,68.48599,10
141.82321,-15.45069,67.26113,10
141.81909,-15.44793,69.941666,10
141.74397,-15.43568,68.745575,10
135.47435,-15.3872,64.312256,10
135.47798,-15.38233,70.083694,10
135.48163,-15.37747,63.9458,10
135.48582,-15.37694,68.24313,10
135.49002,-15.37641,67.572426,10
135.34575,-15.36812,68.263435,6
135.4931,-15.36723,69.86653,6
135.33652,-15.36484,70.37869,10
135.49254,-15.36291,65.71197,10
135.49675,-15.36238,69.00121,10
135.50096,-15.36185,69.60266,6
135.50514,-15.36132,71.73648,6
135.51778,-15.35972,71.106064,10
135.52197,-15.35919,70.083694,10
135.52617,-15.35866,71.0018,6
135.54553,-15.30985,69.14611,10
135.54979,-15.30929,69.39072,9
135.5452,-15.30815,69.14611,10
135.52818,-15.30774,69.48976,6
135.54947,-15.30762,67.99104,9
135.53236,-15.3072,67.23651,6
135.55373,-15.30709,68.240204,9
135.55797,-15.30657,67.196846,9
135.5278,-15.30592,69.35573,6
135.54935,-15.30498,69.48336,9
135.55359,-15.30442,68.10754,9
135.55779,-15.30387,67.97408,9
135.55327,-15.30278,78.792206,9
135.5616,-15.30176,68.89809,9
135.6201,-15.29889,68.60506,10
135.59903,-15.29848,67.21181,10
135.59879,-15.29717,67.137726,10
135.61559,-15.29631,67.22149,10
135.58603,-15.29582,66.643776,10
135.61972,-15.29577,67.85909,6
135.61537,-15.29512,67.76563,10
135.5607,-15.29475,68.05538,9
135.61951,-15.29461,64.44019,6
135.58575,-15.29442,67.31575,10
135.5813,-15.29207,68.285614,10
135.61499,-15.29203,68.61808,10
135.61479,-15.29085,66.839355,10
135.57658,-15.28833,67.41179,10
135.56358,-15.28565,64.545944,10
135.57187,-15.28458,67.88181,6
135.576,-15.28404,62.885273,6
143.70503,-15.28388,66.02013,10
143.70891,-15.28326,68.19449,10
135.58844,-15.28243,74.04579,10
135.57127,-15.28029,68.1371,6
135.63872,-15.28024,64.38483,10
135.57957,-15.27921,69.537766,6
135.58371,-15.27868,64.47962,10
143.70772,-15.27641,64.32394,10
143.70328,-15.27361,66.21856,10
141.78915,-15.13638,69.95147,10
141.79573,-15.13198,72.73251,10
144.58797,-15.04901,68.625496,9
141.70448,-14.99997,75.9989,10
133.21719,-14.92642,64.385376,10
133.21077,-14.92212,64.86582,10
141.70511,-14.9148,73.33816,10
141.70866,-14.91426,79.54201,10
141.70457,-14.91149,73.44031,10
141.70811,-14.91094,73.91568,10
141.70403,-14.90818,72.32726,10
141.71114,-14.90709,68.99963,10
141.71471,-14.90654,79.83087,10
141.69637,-14.90596,78.16458,10
141.69994,-14.90542,70.23001,10
141.7106,-14.90378,80.04235,10
134.62796,-14.89697,64.82117,10
134.63295,-14.89637,63.853992,10
134.60365,-14.8953,68.92828,10
134.60838,-14.89473,68.49917,10
134.60446,-14.89412,67.98061,10
134.60919,-14.89351,68.22931,10
134.61392,-14.8929,68.6344,10
134.60304,-14.89075,79.22275,10
134.6125,-14.88961,73.55225,10
144.55258,-14.83702,63.780502,9
144.54779,-14.83415,62.318825,9
134.61961,-14.82286,67.36759,10
142.46599,-14.79,67.671,10
142.46182,-14.78723,64.98432,10
142.46542,-14.78666,67.63444,10
142.47266,-14.78553,65.963036,10
142.49849,-14.78489,67.365845,10
142.50211,-14.78432,64.21168,10
134.67076,-14.77511,69.10228,10
142.46683,-14.77277,64.74647,10
142.47293,-14.76497,65.86332,10
131.60516,-14.75743,69.898766,10
142.30069,-14.73101,67.02689,10
142.30014,-14.72769,73.73998,10
132.73701,-14.66871,66.4476,10
144.19429,-14.66346,64.22073,10
132.71831,-14.64482,64.61607,10
132.71085,-14.63524,65.12897,10
142.22769,-14.62669,70.23838,10
142.23128,-14.62613,73.73998,10
142.22357,-14.62393,64.97496,10
142.22714,-14.62337,70.58825,10
142.23074,-14.62281,67.54879,10
142.22659,-14.62005,65.43675,10
142.21529,-14.6184,64.86855,10
142.21889,-14.61784,67.564255,9
132.80705,-14.5875,63.347256,10
132.81134,-14.57143,64.32738,10
132.46284,-14.56304,69.04893,10
142.23834,-14.55719,64.77209,10
142.23064,-14.55498,67.25462,10
142.2527,-14.55496,66.07149,10
142.23421,-14.55442,67.949905,10
142.2563,-14.5544,65.01309,10
142.25575,-14.55108,64.49839,10
142.26183,-14.54331,68.48981,10
142.25409,-14.5411,67.52814,10
142.26128,-14.53999,67.606865,10
142.26486,-14.53943,67.81852,10
142.26845,-14.53887,67.35815,10
142.27205,-14.53831,65.11357,10
142.26791,-14.53554,67.689186,10
134.92772,-14.52965,63.979618,10
134.92714,-14.52522,63.984165,10
134.92525,-14.52476,64.832146,10
142.29088,-14.51832,65.099495,10
142.29446,-14.51776,67.61943,10
142.29031,-14.51499,67.85861,10
134.9165,-14.51308,70.23646,10
133.15404,-14.51117,64.23002,10
133.15353,-14.50616,64.54028,10
142.29944,-14.50333,67.38639,10
142.30608,-14.49888,67.98442,10
132.97385,-14.49725,65.809166,10
133.35674,-14.49625,64.94722,10
142.30553,-14.49555,67.61364,10
142.30913,-14.49499,67.35815,10
142.34204,-14.49325,64.5094,10
142.22824,-14.47353,68.211685,10
132.20308,-14.45428,70.32526,10
132.20644,-14.45389,70.023155,10
132.20979,-14.45351,69.66025,10
132.23351,-14.45079,67.66478,10
132.1924,-14.4501,70.54074,10
132.19576,-14.44972,70.00005,10
132.19913,-14.44933,72.40523,10
132.20248,-14.44895,70.09497,10
132.20587,-14.44856,70.51074,10
135.2086,-14.44855,73.55225,10
132.20923,-14.44818,70.09993,10
142.05093,-14.44678,66.5944,9
142.05449,-14.44622,67.838104,9
142.05806,-14.44567,64.56031,9
132.18504,-14.44554,71.34069,10
132.1884,-14.44516,71.75507,10
142.10919,-14.44455,66.81443,10
142.13121,-14.44453,66.67243,10
132.19853,-14.444,70.00005,10
142.0611,-14.4418,63.84712,9
132.18108,-14.44059,66.10525,10
132.18443,-14.44021,70.22006,10
132.18779,-14.43983,70.228424,10
132.19116,-14.43945,70.60565,10
142.07895,-14.43903,67.2138,9
132.19792,-14.43868,64.9777,10
132.17943,-14.43698,71.654015,10
132.18279,-14.43657,70.20876,10
132.18614,-14.43616,67.6392,10
132.18951,-14.43576,66.16618,10
132.19287,-14.43535,69.749504,10
132.18045,-14.43526,71.73541,10
132.19626,-14.43494,71.67744,10
132.18381,-14.43488,71.75515,10
135.18076,-14.43444,63.702667,10
132.19394,-14.43373,70.32526,10
142.07787,-14.43239,67.73418,9
135.17592,-14.43063,68.77462,10
135.18021,-14.43008,69.25817,10
132.15388,-14.42382,70.859535,10
142.05426,-14.42245,67.58348,9
142.05783,-14.42189,63.669903,9
132.15825,-14.42155,68.7871,10
132.15671,-14.41807,70.16551,10
135.1302,-14.41425,67.80068,10
142.12878,-14.40745,67.59231,9
129.53754,-14.40286,67.688736,9
132.86975,-14.40265,65.95101,10
133.43121,-14.40244,68.04371,10
133.42921,-14.39987,68.634,10
129.53809,-14.39903,67.11882,9
142.15524,-14.3897,67.57084,10
130.00148,-14.38558,67.44942,10
133.65703,-14.38534,67.90767,10
134.38892,-14.38481,64.82327,10
133.63434,-14.38316,67.88616,10
132.9534,-14.38239,68.989204,10
133.65063,-14.38121,68.64402,10
133.65611,-14.38056,69.027954,10
133.66174,-14.37988,66.33136,10
133.62294,-14.37962,68.73234,10
133.66716,-14.37923,69.2204,10
133.62831,-14.37898,65.32781,10
142.23048,-14.37794,67.59052,10
142.23405,-14.37738,66.9502,10
133.6445,-14.37705,69.43661,10
133.6499,-14.3764,67.69446,10
133.6154,-14.37634,67.36859,10
133.62074,-14.37567,68.43655,10
133.61699,-14.37543,68.13856,10
142.22992,-14.37462,67.35014,10
133.64761,-14.37226,68.51473,10
133.64928,-14.37158,68.51473,10
133.61101,-14.37123,65.00647,10
133.60889,-14.36734,68.76673,10
133.6142,-14.36668,66.89781,10
133.61043,-14.36639,68.82302,10
129.54547,-14.36635,67.973885,9
142.25754,-14.36347,66.5566,9
129.53975,-14.36059,65.17576,9
142.25699,-14.36014,67.378654,9
129.55908,-14.35214,64.73938,9
129.55338,-14.34639,66.86204,9
142.17317,-14.34632,64.161156,10
129.5584,-14.34585,67.86656,9
142.17677,-14.34576,64.293816,10
133.66252,-14.34555,65.267494,10
133.66051,-14.34126,67.36663,10
142.17567,-14.33912,67.214195,10
142.15666,-14.33525,64.10702,10
142.17348,-14.32582,66.90142,10
142.16934,-14.32306,63.870865,10
142.17293,-14.3225,67.12069,10
142.16881,-14.31973,64.957146,10
142.17238,-14.31918,66.413345,10
133.67281,-14.30552,69.01646,10
133.69952,-14.30224,66.75768,10
133.66685,-14.30136,69.26195,10
133.65536,-14.29787,67.870735,10
133.6608,-14.29721,67.64552,10
133.66618,-14.29655,65.404015,10
133.64934,-14.29371,68.802025,10
133.65469,-14.29306,67.835304,10
133.66011,-14.2924,67.81141,10
133.69223,-14.2885,67.736465,10
142.15813,-14.27709,64.79009,10
129.69536,-14.27439,65.198204,9
130.94603,-14.26381,63.69304,10
142.24004,-14.26087,67.60774,9
142.15143,-14.25789,67.218376,10
142.18065,-14.25677,64.6763,10
142.15088,-14.25457,64.5352,10
142.15446,-14.25401,67.66991,10
142.15392,-14.25069,67.45024,10
129.98747,-14.2501,68.502205,9
129.9879,-14.2497,68.502205,9
142.14978,-14.24792,64.8391,10
142.17625,-14.23018,64.52231,9
142.17986,-14.22962,65.59547,9
132.29961,-14.21378,69.711914,10
129.61708,-14.20872,65.48246,9
142.16885,-14.20746,67.97157,9
129.61574,-14.20442,69.54004,9
142.1683,-14.20414,67.75925,9
129.61653,-14.20244,68.28751,9
142.16776,-14.20082,64.64788,9
142.05304,-14.19484,67.74947,9
142.25494,-14.19404,65.6467,9
142.24916,-14.18128,67.13357,9
142.24861,-14.17796,66.99073,9
142.16945,-14.16646,64.73724,9
142.173,-14.1659,68.2373,9
142.17247,-14.16257,67.7764,9
142.25554,-14.15297,67.625786,9
142.25499,-14.14964,68.08771,9
130.33836,-14.14946,64.16945,10
142.26163,-14.14519,66.817604,9
142.01216,-14.12649,67.770454,9
142.01572,-14.12594,67.158295,9
142.00804,-14.12373,64.164154,9
142.14,-14.12367,67.4277,9
142.0116,-14.12317,67.37715,9
142.14357,-14.12311,67.30818,9
142.13945,-14.12034,64.55909,9
142.1389,-14.11702,67.682014,9
142.14249,-14.11646,67.64048,9
134.81631,-14.11392,65.138306,10
134.81581,-14.10947,66.988556,10
142.0605,-14.10877,67.388336,9
142.15517,-14.10426,65.71611,9
142.14474,-14.08543,65.61057,9
142.28328,-14.07744,64.74238,9
130.30933,-14.06477,67.622154,10
142.12659,-14.0644,67.564735,9
142.02394,-14.04645,67.01158,9
142.02748,-14.04589,67.248886,9
142.1602,-14.0455,66.13203,9
132.14508,-14.04518,65.34771,10
142.01982,-14.04368,67.90386,9
142.02339,-14.04313,67.007,9
132.5641,-14.0431,66.26952,10
142.02695,-14.04257,66.99425,9
142.01212,-14.04147,67.055374,9
142.0157,-14.04091,67.77354,9
132.14449,-14.03986,64.61159,10
142.15488,-14.03977,65.62143,9
142.15845,-14.03922,64.32129,9
142.02998,-14.0387,67.34086,9
142.01158,-14.03815,69.732956,9
132.56349,-14.03793,63.55906,10
142.01515,-14.03759,76.61403,9
142.01872,-14.03704,67.433754,9
142.15433,-14.03645,65.5417,9
142.15378,-14.03312,67.30621,9
142.1348,-14.02925,68.11879,9
142.15269,-14.02647,67.06321,9
142.14856,-14.0237,67.17881,9
142.15215,-14.02315,64.483444,9
142.14444,-14.02094,67.45552,9
142.14801,-14.02038,67.3373,9
142.86349,-14.01707,66.71556,9
130.37141,-14.01221,68.67575,10
130.37148,-14.00954,68.72486,10
142.1494,-14.00652,65.32057,9
142.14777,-13.99655,67.291,9
142.14722,-13.99322,67.1915,9
133.65495,-13.99118,63.080566,10
142.14667,-13.9899,66.90446,9
142.15025,-13.98934,70.97089,9
142.14253,-13.98713,68.96934,9
142.14613,-13.98657,76.24198,9
142.1497,-13.98601,67.040085,9
142.13483,-13.98492,66.64299,9
132.07426,-13.98478,68.343544,10
142.13841,-13.98436,65.5417,9
142.14198,-13.9838,65.5417,9
142.14558,-13.98324,65.50494,9
142.14915,-13.98269,67.3373,9
142.14503,-13.97992,67.58483,9
132.07031,-13.97984,70.98271,10
142.14394,-13.97327,64.420616,9
142.14752,-13.97271,68.3441,9
142.15109,-13.97215,64.462074,9
142.24297,-13.97145,65.48474,9
142.1434,-13.96994,63.701202,9
133.38931,-13.9694,67.05401,10
142.14697,-13.96939,64.12587,9
142.15054,-13.96883,66.873985,9
142.24242,-13.96811,66.84638,9
142.14285,-13.96662,67.02486,9
142.14999,-13.9655,67.83731,9
142.24187,-13.96478,67.05346,9
142.1423,-13.96329,68.2744,9
142.14587,-13.96273,67.2235,9
142.14944,-13.96217,65.35913,9
142.24133,-13.96145,66.47401,9
142.13818,-13.96053,64.74618,9
142.14175,-13.95997,67.300125,9
142.14532,-13.95941,67.54255,9
142.1489,-13.95885,74.208786,9
142.1525,-13.95829,63.729206,9
142.1412,-13.95665,65.35913,9
142.14478,-13.95608,67.53652,9
142.14835,-13.95552,65.62143,9
142.15195,-13.95496,66.90568,9
142.14066,-13.95332,64.47608,9
142.14423,-13.95276,67.383705,9
142.14368,-13.94943,67.13322,9
142.27617,-13.94916,66.540306,9
142.14728,-13.94887,68.392654,9
142.14673,-13.94555,63.893593,9
129.93593,-13.94454,69.16533,10
132.2334,-13.94434,67.48355,10
129.9407,-13.94403,68.28283,10
132.23676,-13.94394,74.10579,10
129.93657,-13.94383,75.043724,10
129.94135,-13.94328,76.58684,10
134.68068,-13.94214,65.36158,10
142.13846,-13.94002,64.539276,9
134.67099,-13.93882,69.46931,10
129.93529,-13.93842,64.44249,10
142.10916,-13.93815,67.036354,9
134.71675,-13.93761,66.825645,10
134.69818,-13.93541,64.15457,10
142.23337,-13.93538,67.226494,9
142.10861,-13.93483,66.98842,9
142.26266,-13.93419,64.59455,9
134.67487,-13.93379,67.29568,10
134.72978,-13.93144,63.96471,10
142.28064,-13.93137,67.558815,9
134.73422,-13.93088,65.347626,10
134.73866,-13.93032,64.47096,10
134.74309,-13.92976,67.7412,10
134.7475,-13.92921,69.16637,10
133.76552,-13.92914,67.2097,10
133.76729,-13.92779,65.23531,10
134.76509,-13.927,63.780926,10
134.66457,-13.92598,68.18715,10
142.09982,-13.92596,66.76623,9
134.6691,-13.92542,68.3206,10
142.21367,-13.92534,67.264915,9
133.76494,-13.92438,68.540794,10
133.76672,-13.92303,69.26969,10
142.10284,-13.92208,66.701096,9
142.10641,-13.92153,65.57767,9
134.664,-13.9215,68.706764,10
134.77332,-13.92145,67.43039,10
142.26405,-13.9203,67.91006,9
132.11176,-13.91557,64.705574,10
142.25624,-13.9153,63.93443,9
142.25984,-13.91474,65.37548,9
142.25209,-13.91253,67.08568,9
142.25569,-13.91197,67.2383,9
142.28143,-13.91138,67.00837,9
142.2773,-13.90861,67.25613,9
142.10425,-13.90823,64.141205,9
142.28088,-13.90805,67.15428,9
131.34425,-13.90758,68.534065,10
142.23552,-13.90145,67.1026,9
142.0883,-13.90049,67.328255,9
131.86578,-13.89736,70.15722,10
131.86525,-13.89195,70.038315,10
134.76251,-13.88769,69.11136,10
131.85768,-13.88736,64.31559,10
131.86119,-13.88695,70.36562,10
134.75748,-13.88383,63.719315,10
134.76637,-13.88267,64.54254,10
131.85712,-13.88195,68.62488,10
131.86063,-13.88153,72.84287,10
131.85655,-13.87653,69.57915,10
131.86006,-13.87612,69.694336,10
142.209,-13.87484,67.19054,9
142.12798,-13.87385,65.49997,9
142.20486,-13.87208,67.54774,9
142.12743,-13.87052,67.535965,9
142.20432,-13.86875,67.75264,9
134.78256,-13.86703,64.06367,10
142.10844,-13.86667,67.070206,9
142.10789,-13.86334,67.08792,9
134.78203,-13.86259,69.19704,10
142.1002,-13.86113,64.11304,9
132.54639,-13.85992,67.24878,10
142.11093,-13.85946,65.419556,9
132.54594,-13.85775,68.168945,10
129.9901,-13.85749,65.59818,10
132.47829,-13.85561,68.3487,10
132.54262,-13.85513,64.454056,10
132.54219,-13.85298,69.649536,10
132.47478,-13.85248,69.0342,10
132.47797,-13.85212,63.436947,10
130.43007,-13.85112,69.51447,10
129.99422,-13.85088,67.75294,9
142.12415,-13.85057,67.448784,9
132.54202,-13.84996,63.763996,10
142.19221,-13.83991,67.71871,9
129.91542,-13.82846,66.54931,9
129.91383,-13.82819,70.07071,9
129.9099,-13.82285,70.28489,9
129.90829,-13.82262,70.849464,9
134.88481,-13.82242,69.650826,10
132.55702,-13.81453,69.213905,10
142.85634,-13.8144,66.81188,9
134.86539,-13.81147,71.77567,10
142.12413,-13.80994,67.79558,9
131.06377,-13.80987,65.339386,10
131.06776,-13.80943,68.85304,10
142.12772,-13.80938,64.762856,9
132.55644,-13.80937,63.372303,10
131.07172,-13.80899,64.08361,10
132.39145,-13.80811,64.906166,10
142.05396,-13.80721,67.56215,9
134.86482,-13.80706,72.47579,10
131.0668,-13.80684,69.20347,10
131.07074,-13.80638,70.60312,10
142.10513,-13.80607,67.377304,9
131.07463,-13.80592,65.31521,10
142.09744,-13.80386,67.60853,9
134.85541,-13.80377,67.55397,10
131.07109,-13.8033,69.90222,10
134.85982,-13.80321,70.412735,10
131.07498,-13.80287,69.86575,10
132.90463,-13.80282,67.13358,10
132.90517,-13.80252,68.98987,10
132.90768,-13.80243,68.309814,10
132.90823,-13.80217,68.53164,10
132.91072,-13.80206,68.39992,10
132.91125,-13.80181,65.74488,10
132.91371,-13.80168,67.6555,10
132.91426,-13.80146,71.78118,10
132.9167,-13.80131,68.55347,10
132.91724,-13.80111,67.673904,10
132.91968,-13.80094,67.80091,10
131.07014,-13.80069,66.95084,10
131.07404,-13.80023,69.79256,10
132.90083,-13.79818,67.08631,10
131.07439,-13.79718,69.83062,10
132.91899,-13.79592,68.38344,10
132.92152,-13.7905,66.397835,10
142.09471,-13.78723,67.30621,9
142.09828,-13.78668,66.06893,9
142.09418,-13.78391,67.60888,9
142.09775,-13.78335,65.62143,9
141.98375,-13.78066,67.95838,9
141.9873,-13.7801,68.49264,9
142.09721,-13.78003,65.0727,9
142.10796,-13.77835,67.68312,9
141.97963,-13.77789,66.783356,9
141.9832,-13.77734,65.38652,9
141.98679,-13.77678,65.40696,9
142.10741,-13.77503,65.71611,9
142.22855,-13.77319,67.59017,9
142.02138,-13.76458,64.862335,9
142.22691,-13.7632,66.71114,9
141.99532,-13.76183,67.99832,9
142.10883,-13.76116,78.792206,9
142.10828,-13.75784,68.09222,9
142.11186,-13.75728,67.486374,9
142.11902,-13.75616,67.696365,9
142.11131,-13.75395,65.71611,9
142.11436,-13.75006,67.22766,9
142.11327,-13.74341,64.23937,9
131.76089,-13.74266,70.027466,10
131.75925,-13.74077,68.74838,10
131.76276,-13.74034,65.906296,10
130.25922,-13.70072,67.300964,10
130.25946,-13.69787,65.549866,10
131.76109,-13.69651,67.108986,10
131.7569,-13.6915,69.21817,10
131.76045,-13.69108,66.33144,10
131.75624,-13.68608,70.19799,10
131.7598,-13.68566,68.58947,10
132.26376,-13.6793,65.801956,10
132.26508,-13.67872,67.48416,10
130.28157,-13.6558,68.400955,10
130.28601,-13.65529,64.87597,10
132.2496,-13.63269,64.43058,10
132.25291,-13.6323,66.76451,10
130.28352,-13.6314,68.11805,10
130.30125,-13.62941,68.05715,10
134.21053,-13.61817,68.1127,10
134.21532,-13.61755,67.47881,10
129.94867,-13.61324,68.185265,9
129.94983,-13.61215,69.1214,9
129.94341,-13.60764,64.33172,9
129.94803,-13.60714,68.25312,9
129.9446,-13.60658,67.83836,9
133.49013,-13.60241,69.86823,9
133.49542,-13.60175,69.32058,9
130.94165,-13.59937,65.116104,10
130.9402,-13.5974,69.639755,10
133.49962,-13.59143,69.795944,9
132.24051,-13.58053,64.88373,10
134.36917,-13.57931,68.62625,10
134.27306,-13.57761,63.401203,10
132.23996,-13.57527,64.03596,10
132.23984,-13.57507,63.597427,10
131.46239,-13.57497,64.365105,10
131.51488,-13.57453,68.463,10
134.24275,-13.56746,68.78033,10
131.53592,-13.56653,67.01377,10
132.23912,-13.56473,66.52083,10
132.239,-13.56453,66.65487,10
130.94043,-13.56262,70.1562,10
130.94446,-13.56215,66.68405,10
134.21303,-13.56185,64.832146,10
